exception_id,exception_type,severity,owner,region,area_manager,age_days,status,recommended_action,campaign_id,store_id,sku,allocation_id,confirmation_id,message,created_date,sla_status,priority_score
EXC-490,late_photo_proof,watch,Field Representative,North,James Okoro,0,open,Review photo submission process; ensure timely upload within launch window.,C-2026-FCL,S-011,,,CONF-1016-S-011-FCL-009,"Photo proof PH-2334-V-1016-S-011 submitted on 2026-09-10T12:30:00-05:00, 2 days after the launch window deadline (2026-09-08).",2026-09-10T12:30:00-05:00,within,215
EXC-491,late_photo_proof,watch,Field Representative,North,James Okoro,0,open,Review photo submission process; ensure timely upload within launch window.,C-2026-FCL,S-011,,,CONF-1016-S-011-FCL-009,"Photo proof PH-2335-V-1016-S-011 submitted on 2026-09-10T16:45:00-05:00, 2 days after the launch window deadline (2026-09-08).",2026-09-10T16:45:00-05:00,within,215
EXC-492,late_photo_proof,watch,Field Representative,North,James Okoro,0,open,Review photo submission process; ensure timely upload within launch window.,C-2026-FCL,S-011,,,CONF-1016-S-011-FCL-009,"Photo proof PH-2336-V-1016-S-011 submitted on 2026-09-10T12:00:00-05:00, 2 days after the launch window deadline (2026-09-08).",2026-09-10T12:00:00-05:00,within,215
EXC-498,late_photo_proof,watch,Field Representative,East,Sarah Chen,0,open,Review photo submission process; ensure timely upload within launch window.,C-2026-FCL,S-086,,,CONF-1055-S-086-FCL-009,"Photo proof PH-2426-V-1055-S-086 submitted on 2026-09-11T12:00:00-04:00, 3 days after the launch window deadline (2026-09-08).",2026-09-11T12:00:00-04:00,within,215
EXC-499,late_photo_proof,watch,Field Representative,East,Sarah Chen,0,open,Review photo submission process; ensure timely upload within launch window.,C-2026-FCL,S-086,,,CONF-1056-S-086-FCL-010,"Photo proof PH-2427-V-1056-S-086 submitted on 2026-09-11T09:45:00-04:00, 3 days after the launch window deadline (2026-09-08).",2026-09-11T09:45:00-04:00,within,215
EXC-508,late_photo_proof,watch,Field Representative,North,Marcus Lee,0,open,Review photo submission process; ensure timely upload within launch window.,C-2026-FCL,S-082,,,CONF-1135-S-082-FCL-010,"Photo proof PH-2601-V-1135-S-082 submitted on 2026-09-11T13:45:00-05:00, 3 days after the launch window deadline (2026-09-08).",2026-09-11T13:45:00-05:00,within,215
EXC-509,late_photo_proof,watch,Field Representative,North,Marcus Lee,0,open,Review photo submission process; ensure timely upload within launch window.,C-2026-FCL,S-082,,,CONF-1135-S-082-FCL-010,"Photo proof PH-2602-V-1135-S-082 submitted on 2026-09-11T13:30:00-05:00, 3 days after the launch window deadline (2026-09-08).",2026-09-11T13:30:00-05:00,within,215
EXC-510,late_photo_proof,watch,Field Representative,North,Marcus Lee,0,open,Review photo submission process; ensure timely upload within launch window.,C-2026-FCL,S-082,,,CONF-1135-S-082-FCL-010,"Photo proof PH-2603-V-1135-S-082 submitted on 2026-09-11T09:45:00-05:00, 3 days after the launch window deadline (2026-09-08).",2026-09-11T09:45:00-05:00,within,215
EXC-511,late_photo_proof,watch,Field Representative,South,Emma Wilson,0,open,Review photo submission process; ensure timely upload within launch window.,C-2026-FCL,S-090,,,CONF-1137-S-090-FCL-002,"Photo proof PH-2608-V-1137-S-090 submitted on 2026-09-10T08:30:00-05:00, 2 days after the launch window deadline (2026-09-08).",2026-09-10T08:30:00-05:00,within,215
EXC-512,late_photo_proof,watch,Field Representative,South,Emma Wilson,0,open,Review photo submission process; ensure timely upload within launch window.,C-2026-FCL,S-090,,,CONF-1142-S-090-FCL-007,"Photo proof PH-2620-V-1142-S-090 submitted on 2026-09-09T08:30:00-05:00, 1 days after the launch window deadline (2026-09-08).",2026-09-09T08:30:00-05:00,within,215
EXC-517,late_photo_proof,watch,Field Representative,East,Lisa Wong,0,open,Review photo submission process; ensure timely upload within launch window.,C-2026-FCL,S-047,,,CONF-1155-S-047-FCL-001,"Photo proof PH-2640-V-1155-S-047 submitted on 2026-09-11T12:15:00-04:00, 3 days after the launch window deadline (2026-09-08).",2026-09-11T12:15:00-04:00,within,215
EXC-518,late_photo_proof,watch,Field Representative,East,Lisa Wong,0,open,Review photo submission process; ensure timely upload within launch window.,C-2026-FCL,S-047,,,CONF-1155-S-047-FCL-001,"Photo proof PH-2641-V-1155-S-047 submitted on 2026-09-11T16:30:00-04:00, 3 days after the launch window deadline (2026-09-08).",2026-09-11T16:30:00-04:00,within,215
EXC-523,late_photo_proof,watch,Field Representative,East,Marcus Lee,0,open,Review photo submission process; ensure timely upload within launch window.,C-2026-FCL,S-089,,,CONF-1172-S-089-FCL-009,"Photo proof PH-2685-V-1172-S-089 submitted on 2026-09-10T09:00:00-04:00, 2 days after the launch window deadline (2026-09-08).",2026-09-10T09:00:00-04:00,within,230
EXC-524,late_photo_proof,watch,Field Representative,East,Marcus Lee,0,open,Review photo submission process; ensure timely upload within launch window.,C-2026-FCL,S-089,,,CONF-1172-S-089-FCL-009,"Photo proof PH-2686-V-1172-S-089 submitted on 2026-09-10T18:00:00-04:00, 2 days after the launch window deadline (2026-09-08).",2026-09-10T18:00:00-04:00,within,230
EXC-525,late_photo_proof,watch,Field Representative,South,Robert Taylor,0,open,Review photo submission process; ensure timely upload within launch window.,C-2026-FCL,S-019,,,CONF-1179-S-019-FCL-006,"Photo proof PH-2696-V-1179-S-019 submitted on 2026-09-10T09:15:00-05:00, 2 days after the launch window deadline (2026-09-08).",2026-09-10T09:15:00-05:00,within,215
EXC-526,late_photo_proof,watch,Field Representative,South,Robert Taylor,0,open,Review photo submission process; ensure timely upload within launch window.,C-2026-FCL,S-019,,,CONF-1179-S-019-FCL-006,"Photo proof PH-2697-V-1179-S-019 submitted on 2026-09-10T08:15:00-05:00, 2 days after the launch window deadline (2026-09-08).",2026-09-10T08:15:00-05:00,within,215
EXC-530,late_photo_proof,watch,Field Representative,West,Ahmed Hassan,0,open,Review photo submission process; ensure timely upload within launch window.,C-2026-FCL,S-055,,,CONF-1187-S-055-FCL-004,"Photo proof PH-2708-V-1187-S-055 submitted on 2026-09-10T08:00:00-07:00, 2 days after the launch window deadline (2026-09-08).",2026-09-10T08:00:00-07:00,within,215
EXC-539,late_photo_proof,watch,Field Representative,East,Lisa Wong,0,open,Review photo submission process; ensure timely upload within launch window.,C-2026-FCL,S-088,,,CONF-1288-S-088-FCL-010,"Photo proof PH-2919-V-1288-S-088 submitted on 2026-09-11T18:30:00-04:00, 3 days after the launch window deadline (2026-09-08).",2026-09-11T18:30:00-04:00,within,215
EXC-540,late_photo_proof,watch,Field Representative,East,Marcus Lee,0,open,Review photo submission process; ensure timely upload within launch window.,C-2026-FCL,S-057,,,CONF-1315-S-057-FCL-008,"Photo proof PH-2978-V-1315-S-057 submitted on 2026-09-09T14:00:00-04:00, 1 days after the launch window deadline (2026-09-08).",2026-09-09T14:00:00-04:00,within,215
EXC-541,late_photo_proof,watch,Field Representative,East,Marcus Lee,0,open,Review photo submission process; ensure timely upload within launch window.,C-2026-FCL,S-057,,,CONF-1315-S-057-FCL-008,"Photo proof PH-2979-V-1315-S-057 submitted on 2026-09-09T09:30:00-04:00, 1 days after the launch window deadline (2026-09-08).",2026-09-09T09:30:00-04:00,within,215
EXC-542,late_photo_proof,watch,Field Representative,East,Lisa Wong,0,open,Review photo submission process; ensure timely upload within launch window.,C-2026-FCL,S-027,,,CONF-1344-S-027-FCL-007,"Photo proof PH-3042-V-1344-S-027 submitted on 2026-09-11T17:45:00-04:00, 3 days after the launch window deadline (2026-09-08).",2026-09-11T17:45:00-04:00,within,215
EXC-543,late_photo_proof,watch,Field Representative,East,Lisa Wong,0,open,Review photo submission process; ensure timely upload within launch window.,C-2026-FCL,S-027,,,CONF-1344-S-027-FCL-007,"Photo proof PH-3043-V-1344-S-027 submitted on 2026-09-11T08:45:00-04:00, 3 days after the launch window deadline (2026-09-08).",2026-09-11T08:45:00-04:00,within,215
EXC-544,late_photo_proof,watch,Field Representative,North,Maria Rodriguez,0,open,Review photo submission process; ensure timely upload within launch window.,C-2026-FCL,S-052,,,CONF-1351-S-052-FCL-005,"Photo proof PH-3055-V-1351-S-052 submitted on 2026-09-09T10:30:00-05:00, 1 days after the launch window deadline (2026-09-08).",2026-09-09T10:30:00-05:00,within,215
EXC-648,overstock_risk,watch,Merchant,North,Marcus Lee,0,open,Plan markdown or transfer to high-velocity stores.,C-2026-PEACH,S-014,PEACH-005,,,"Overstock risk for SKU PEACH-005 at store S-014: sell-through=28.9%, on-hand=27.",2026-07-28,within,225
EXC-649,overstock_risk,watch,Merchant,East,Maria Rodriguez,0,open,Plan markdown or transfer to high-velocity stores.,C-2026-PEACH,S-092,PEACH-002,,,"Overstock risk for SKU PEACH-002 at store S-092: sell-through=8.8%, on-hand=31.",2026-07-28,within,225
EXC-650,overstock_risk,watch,Merchant,East,Maria Rodriguez,0,open,Plan markdown or transfer to high-velocity stores.,C-2026-PEACH,S-092,PEACH-003,,,"Overstock risk for SKU PEACH-003 at store S-092: sell-through=0.0%, on-hand=14.",2026-07-28,within,225
EXC-651,overstock_risk,watch,Merchant,East,Maria Rodriguez,0,open,Plan markdown or transfer to high-velocity stores.,C-2026-PEACH,S-092,PEACH-005,,,"Overstock risk for SKU PEACH-005 at store S-092: sell-through=0.0%, on-hand=16.",2026-07-28,within,225
EXC-652,overstock_risk,watch,Merchant,East,Maria Rodriguez,0,open,Plan markdown or transfer to high-velocity stores.,C-2026-PEACH,S-092,PEACH-006,,,"Overstock risk for SKU PEACH-006 at store S-092: sell-through=0.0%, on-hand=35.",2026-07-28,within,225
EXC-653,overstock_risk,watch,Merchant,East,Maria Rodriguez,0,open,Plan markdown or transfer to high-velocity stores.,C-2026-PEACH,S-092,PEACH-007,,,"Overstock risk for SKU PEACH-007 at store S-092: sell-through=0.0%, on-hand=24.",2026-07-28,within,225
EXC-654,overstock_risk,watch,Merchant,East,Maria Rodriguez,0,open,Plan markdown or transfer to high-velocity stores.,C-2026-PEACH,S-092,PEACH-008,,,"Overstock risk for SKU PEACH-008 at store S-092: sell-through=15.2%, on-hand=39.",2026-07-28,within,225
EXC-655,overstock_risk,watch,Merchant,East,Maria Rodriguez,0,open,Plan markdown or transfer to high-velocity stores.,C-2026-PEACH,S-092,PEACH-009,,,"Overstock risk for SKU PEACH-009 at store S-092: sell-through=21.6%, on-hand=40.",2026-07-28,within,225
EXC-656,overstock_risk,watch,Merchant,East,Maria Rodriguez,0,open,Plan markdown or transfer to high-velocity stores.,C-2026-PEACH,S-092,PEACH-010,,,"Overstock risk for SKU PEACH-010 at store S-092: sell-through=11.8%, on-hand=30.",2026-07-28,within,225
EXC-657,overstock_risk,watch,Merchant,East,Maria Rodriguez,0,open,Plan markdown or transfer to high-velocity stores.,C-2026-PEACH,S-092,PEACH-011,,,"Overstock risk for SKU PEACH-011 at store S-092: sell-through=0.0%, on-hand=40.",2026-07-28,within,225
EXC-658,overstock_risk,watch,Merchant,East,Maria Rodriguez,0,open,Plan markdown or transfer to high-velocity stores.,C-2026-PEACH,S-092,PEACH-012,,,"Overstock risk for SKU PEACH-012 at store S-092: sell-through=10.3%, on-hand=35.",2026-07-28,within,225
EXC-659,overstock_risk,watch,Merchant,South,Lisa Wong,0,open,Plan markdown or transfer to high-velocity stores.,C-2026-PEACH,S-067,PEACH-005,,,"Overstock risk for SKU PEACH-005 at store S-067: sell-through=28.9%, on-hand=27.",2026-07-28,within,225
EXC-660,overstock_risk,watch,Merchant,South,Emma Wilson,0,open,Plan markdown or transfer to high-velocity stores.,C-2026-PEACH,S-016,PEACH-008,,,"Overstock risk for SKU PEACH-008 at store S-016: sell-through=29.2%, on-hand=51.",2026-07-28,within,225
EXC-661,overstock_risk,watch,Merchant,North,Jennifer Kim,0,open,Plan markdown or transfer to high-velocity stores.,C-2026-PEACH,S-037,PEACH-002,,,"Overstock risk for SKU PEACH-002 at store S-037: sell-through=9.1%, on-hand=50.",2026-07-28,within,225
EXC-662,overstock_risk,watch,Merchant,North,Jennifer Kim,0,open,Plan markdown or transfer to high-velocity stores.,C-2026-PEACH,S-037,PEACH-003,,,"Overstock risk for SKU PEACH-003 at store S-037: sell-through=0.0%, on-hand=14.",2026-07-28,within,225
EXC-663,overstock_risk,watch,Merchant,North,Jennifer Kim,0,open,Plan markdown or transfer to high-velocity stores.,C-2026-PEACH,S-037,PEACH-004,,,"Overstock risk for SKU PEACH-004 at store S-037: sell-through=12.9%, on-hand=27.",2026-07-28,within,225
EXC-664,overstock_risk,watch,Merchant,North,Jennifer Kim,0,open,Plan markdown or transfer to high-velocity stores.,C-2026-PEACH,S-037,PEACH-005,,,"Overstock risk for SKU PEACH-005 at store S-037: sell-through=0.0%, on-hand=18.",2026-07-28,within,225
EXC-665,overstock_risk,watch,Merchant,North,Jennifer Kim,0,open,Plan markdown or transfer to high-velocity stores.,C-2026-PEACH,S-037,PEACH-006,,,"Overstock risk for SKU PEACH-006 at store S-037: sell-through=8.0%, on-hand=23.",2026-07-28,within,225
EXC-666,overstock_risk,watch,Merchant,North,Jennifer Kim,0,open,Plan markdown or transfer to high-velocity stores.,C-2026-PEACH,S-037,PEACH-007,,,"Overstock risk for SKU PEACH-007 at store S-037: sell-through=0.0%, on-hand=29.",2026-07-28,within,225
EXC-667,overstock_risk,watch,Merchant,North,Jennifer Kim,0,open,Plan markdown or transfer to high-velocity stores.,C-2026-PEACH,S-037,PEACH-011,,,"Overstock risk for SKU PEACH-011 at store S-037: sell-through=4.1%, on-hand=47.",2026-07-28,within,225
EXC-668,overstock_risk,watch,Merchant,North,Jennifer Kim,0,open,Plan markdown or transfer to high-velocity stores.,C-2026-PEACH,S-037,PEACH-012,,,"Overstock risk for SKU PEACH-012 at store S-037: sell-through=23.8%, on-hand=32.",2026-07-28,within,225
EXC-669,overstock_risk,watch,Merchant,North,James Okoro,0,open,Plan markdown or transfer to high-velocity stores.,C-2026-PEACH,S-011,PEACH-005,,,"Overstock risk for SKU PEACH-005 at store S-011: sell-through=5.7%, on-hand=33.",2026-07-28,within,225
EXC-670,overstock_risk,watch,Merchant,North,James Okoro,0,open,Plan markdown or transfer to high-velocity stores.,C-2026-PEACH,S-011,PEACH-007,,,"Overstock risk for SKU PEACH-007 at store S-011: sell-through=0.0%, on-hand=30.",2026-07-28,within,225
EXC-671,overstock_risk,watch,Merchant,North,James Okoro,0,open,Plan markdown or transfer to high-velocity stores.,C-2026-PEACH,S-011,PEACH-009,,,"Overstock risk for SKU PEACH-009 at store S-011: sell-through=2.6%, on-hand=37.",2026-07-28,within,225
EXC-672,overstock_risk,watch,Merchant,North,James Okoro,0,open,Plan markdown or transfer to high-velocity stores.,C-2026-PEACH,S-011,PEACH-010,,,"Overstock risk for SKU PEACH-010 at store S-011: sell-through=22.5%, on-hand=31.",2026-07-28,within,225
EXC-673,overstock_risk,watch,Merchant,North,James Okoro,0,open,Plan markdown or transfer to high-velocity stores.,C-2026-PEACH,S-011,PEACH-011,,,"Overstock risk for SKU PEACH-011 at store S-011: sell-through=9.8%, on-hand=46.",2026-07-28,within,225
EXC-674,overstock_risk,watch,Merchant,East,Jennifer Kim,0,open,Plan markdown or transfer to high-velocity stores.,C-2026-PEACH,S-035,PEACH-002,,,"Overstock risk for SKU PEACH-002 at store S-035: sell-through=13.2%, on-hand=33.",2026-07-28,within,225
EXC-675,overstock_risk,watch,Merchant,East,Jennifer Kim,0,open,Plan markdown or transfer to high-velocity stores.,C-2026-PEACH,S-035,PEACH-003,,,"Overstock risk for SKU PEACH-003 at store S-035: sell-through=0.0%, on-hand=29.",2026-07-28,within,225
EXC-676,overstock_risk,watch,Merchant,East,Jennifer Kim,0,open,Plan markdown or transfer to high-velocity stores.,C-2026-PEACH,S-035,PEACH-004,,,"Overstock risk for SKU PEACH-004 at store S-035: sell-through=18.6%, on-hand=35.",2026-07-28,within,225
EXC-677,overstock_risk,watch,Merchant,East,Jennifer Kim,0,open,Plan markdown or transfer to high-velocity stores.,C-2026-PEACH,S-035,PEACH-007,,,"Overstock risk for SKU PEACH-007 at store S-035: sell-through=0.0%, on-hand=34.",2026-07-28,within,225
EXC-678,overstock_risk,watch,Merchant,East,Jennifer Kim,0,open,Plan markdown or transfer to high-velocity stores.,C-2026-PEACH,S-035,PEACH-008,,,"Overstock risk for SKU PEACH-008 at store S-035: sell-through=0.0%, on-hand=46.",2026-07-28,within,225
EXC-679,overstock_risk,watch,Merchant,East,Jennifer Kim,0,open,Plan markdown or transfer to high-velocity stores.,C-2026-PEACH,S-035,PEACH-009,,,"Overstock risk for SKU PEACH-009 at store S-035: sell-through=0.0%, on-hand=22.",2026-07-28,within,225
EXC-680,overstock_risk,watch,Merchant,East,Jennifer Kim,0,open,Plan markdown or transfer to high-velocity stores.,C-2026-PEACH,S-035,PEACH-010,,,"Overstock risk for SKU PEACH-010 at store S-035: sell-through=0.0%, on-hand=19.",2026-07-28,within,225
EXC-681,overstock_risk,watch,Merchant,East,Jennifer Kim,0,open,Plan markdown or transfer to high-velocity stores.,C-2026-PEACH,S-035,PEACH-011,,,"Overstock risk for SKU PEACH-011 at store S-035: sell-through=0.0%, on-hand=25.",2026-07-28,within,225
EXC-682,overstock_risk,watch,Merchant,East,Jennifer Kim,0,open,Plan markdown or transfer to high-velocity stores.,C-2026-PEACH,S-035,PEACH-012,,,"Overstock risk for SKU PEACH-012 at store S-035: sell-through=0.0%, on-hand=16.",2026-07-28,within,225
EXC-683,overstock_risk,watch,Merchant,North,Robert Taylor,0,open,Plan markdown or transfer to high-velocity stores.,C-2026-PEACH,S-058,PEACH-003,,,"Overstock risk for SKU PEACH-003 at store S-058: sell-through=0.0%, on-hand=22.",2026-07-28,within,225
EXC-684,overstock_risk,watch,Merchant,North,Robert Taylor,0,open,Plan markdown or transfer to high-velocity stores.,C-2026-PEACH,S-058,PEACH-005,,,"Overstock risk for SKU PEACH-005 at store S-058: sell-through=0.0%, on-hand=31.",2026-07-28,within,225
EXC-685,overstock_risk,watch,Merchant,North,Robert Taylor,0,open,Plan markdown or transfer to high-velocity stores.,C-2026-PEACH,S-058,PEACH-007,,,"Overstock risk for SKU PEACH-007 at store S-058: sell-through=0.0%, on-hand=21.",2026-07-28,within,225
EXC-686,overstock_risk,watch,Merchant,North,Robert Taylor,0,open,Plan markdown or transfer to high-velocity stores.,C-2026-PEACH,S-058,PEACH-008,,,"Overstock risk for SKU PEACH-008 at store S-058: sell-through=17.6%, on-hand=28.",2026-07-28,within,225
EXC-687,overstock_risk,watch,Merchant,North,Robert Taylor,0,open,Plan markdown or transfer to high-velocity stores.,C-2026-PEACH,S-058,PEACH-010,,,"Overstock risk for SKU PEACH-010 at store S-058: sell-through=0.0%, on-hand=15.",2026-07-28,within,225
EXC-688,overstock_risk,watch,Merchant,North,Robert Taylor,0,open,Plan markdown or transfer to high-velocity stores.,C-2026-PEACH,S-058,PEACH-012,,,"Overstock risk for SKU PEACH-012 at store S-058: sell-through=14.3%, on-hand=24.",2026-07-28,within,225
EXC-689,overstock_risk,watch,Merchant,South,Robert Taylor,0,open,Plan markdown or transfer to high-velocity stores.,C-2026-PEACH,S-019,PEACH-007,,,"Overstock risk for SKU PEACH-007 at store S-019: sell-through=27.2%, on-hand=59.",2026-07-28,within,225
EXC-690,overstock_risk,watch,Merchant,West,Emma Wilson,0,open,Plan markdown or transfer to high-velocity stores.,C-2026-PEACH,S-012,PEACH-002,,,"Overstock risk for SKU PEACH-002 at store S-012: sell-through=0.0%, on-hand=24.",2026-07-28,within,225
EXC-691,overstock_risk,watch,Merchant,West,Emma Wilson,0,open,Plan markdown or transfer to high-velocity stores.,C-2026-PEACH,S-012,PEACH-005,,,"Overstock risk for SKU PEACH-005 at store S-012: sell-through=0.0%, on-hand=36.",2026-07-28,within,225
EXC-692,overstock_risk,watch,Merchant,West,Emma Wilson,0,open,Plan markdown or transfer to high-velocity stores.,C-2026-PEACH,S-012,PEACH-006,,,"Overstock risk for SKU PEACH-006 at store S-012: sell-through=0.0%, on-hand=28.",2026-07-28,within,225
EXC-693,overstock_risk,watch,Merchant,West,Emma Wilson,0,open,Plan markdown or transfer to high-velocity stores.,C-2026-PEACH,S-012,PEACH-007,,,"Overstock risk for SKU PEACH-007 at store S-012: sell-through=0.0%, on-hand=24.",2026-07-28,within,225
EXC-694,overstock_risk,watch,Merchant,West,Emma Wilson,0,open,Plan markdown or transfer to high-velocity stores.,C-2026-PEACH,S-012,PEACH-008,,,"Overstock risk for SKU PEACH-008 at store S-012: sell-through=18.5%, on-hand=44.",2026-07-28,within,225
EXC-695,overstock_risk,watch,Merchant,West,Emma Wilson,0,open,Plan markdown or transfer to high-velocity stores.,C-2026-PEACH,S-012,PEACH-010,,,"Overstock risk for SKU PEACH-010 at store S-012: sell-through=22.7%, on-hand=34.",2026-07-28,within,225
EXC-696,overstock_risk,watch,Merchant,West,Emma Wilson,0,open,Plan markdown or transfer to high-velocity stores.,C-2026-PEACH,S-012,PEACH-011,,,"Overstock risk for SKU PEACH-011 at store S-012: sell-through=0.0%, on-hand=18.",2026-07-28,within,225
EXC-697,overstock_risk,watch,Merchant,South,Emma Wilson,0,open,Plan markdown or transfer to high-velocity stores.,C-2026-PEACH,S-029,PEACH-002,,,"Overstock risk for SKU PEACH-002 at store S-029: sell-through=13.2%, on-hand=33.",2026-07-28,within,225
EXC-698,overstock_risk,watch,Merchant,North,Robert Taylor,0,open,Plan markdown or transfer to high-velocity stores.,C-2026-PEACH,S-099,PEACH-004,,,"Overstock risk for SKU PEACH-004 at store S-099: sell-through=28.4%, on-hand=48.",2026-07-28,within,225
EXC-699,overstock_risk,watch,Merchant,North,Robert Taylor,0,open,Plan markdown or transfer to high-velocity stores.,C-2026-PEACH,S-099,PEACH-008,,,"Overstock risk for SKU PEACH-008 at store S-099: sell-through=25.9%, on-hand=40.",2026-07-28,within,225
EXC-700,overstock_risk,watch,Merchant,West,Lisa Wong,0,open,Plan markdown or transfer to high-velocity stores.,C-2026-PEACH,S-045,PEACH-003,,,"Overstock risk for SKU PEACH-003 at store S-045: sell-through=25.7%, on-hand=26.",2026-07-28,within,225
EXC-701,overstock_risk,watch,Merchant,West,Lisa Wong,0,open,Plan markdown or transfer to high-velocity stores.,C-2026-PEACH,S-045,PEACH-007,,,"Overstock risk for SKU PEACH-007 at store S-045: sell-through=10.3%, on-hand=30.",2026-07-28,within,225
EXC-702,overstock_risk,watch,Merchant,South,Ahmed Hassan,0,open,Plan markdown or transfer to high-velocity stores.,C-2026-PEACH,S-051,PEACH-008,,,"Overstock risk for SKU PEACH-008 at store S-051: sell-through=20.5%, on-hand=31.",2026-07-28,within,225
EXC-703,overstock_risk,watch,Merchant,East,James Okoro,0,open,Plan markdown or transfer to high-velocity stores.,C-2026-PEACH,S-065,PEACH-002,,,"Overstock risk for SKU PEACH-002 at store S-065: sell-through=20.7%, on-hand=23.",2026-07-28,within,225
EXC-704,overstock_risk,watch,Merchant,East,James Okoro,0,open,Plan markdown or transfer to high-velocity stores.,C-2026-PEACH,S-065,PEACH-006,,,"Overstock risk for SKU PEACH-006 at store S-065: sell-through=0.0%, on-hand=37.",2026-07-28,within,225
EXC-705,overstock_risk,watch,Merchant,East,James Okoro,0,open,Plan markdown or transfer to high-velocity stores.,C-2026-PEACH,S-065,PEACH-007,,,"Overstock risk for SKU PEACH-007 at store S-065: sell-through=0.0%, on-hand=19.",2026-07-28,within,225
EXC-706,overstock_risk,watch,Merchant,West,David Park,0,open,Plan markdown or transfer to high-velocity stores.,C-2026-PEACH,S-031,PEACH-008,,,"Overstock risk for SKU PEACH-008 at store S-031: sell-through=7.7%, on-hand=36.",2026-07-28,within,225
EXC-707,overstock_risk,watch,Merchant,West,Sarah Chen,0,open,Plan markdown or transfer to high-velocity stores.,C-2026-PEACH,S-050,PEACH-008,,,"Overstock risk for SKU PEACH-008 at store S-050: sell-through=27.7%, on-hand=40.",2026-07-28,within,225
EXC-708,overstock_risk,watch,Merchant,South,Marcus Lee,0,open,Plan markdown or transfer to high-velocity stores.,C-2026-PEACH,S-079,PEACH-011,,,"Overstock risk for SKU PEACH-011 at store S-079: sell-through=23.8%, on-hand=32.",2026-07-28,within,225
EXC-709,overstock_risk,watch,Merchant,West,Maria Rodriguez,0,open,Plan markdown or transfer to high-velocity stores.,C-2026-PEACH,S-087,PEACH-012,,,"Overstock risk for SKU PEACH-012 at store S-087: sell-through=20.0%, on-hand=32.",2026-07-28,within,225
EXC-710,overstock_risk,watch,Merchant,West,Sarah Chen,0,open,Plan markdown or transfer to high-velocity stores.,C-2026-PEACH,S-013,PEACH-005,,,"Overstock risk for SKU PEACH-005 at store S-013: sell-through=10.3%, on-hand=35.",2026-07-28,within,225
EXC-711,overstock_risk,watch,Merchant,West,Sarah Chen,0,open,Plan markdown or transfer to high-velocity stores.,C-2026-PEACH,S-013,PEACH-010,,,"Overstock risk for SKU PEACH-010 at store S-013: sell-through=12.2%, on-hand=36.",2026-07-28,within,225
EXC-712,overstock_risk,watch,Merchant,West,Marcus Lee,0,open,Plan markdown or transfer to high-velocity stores.,C-2026-PEACH,S-043,PEACH-002,,,"Overstock risk for SKU PEACH-002 at store S-043: sell-through=17.9%, on-hand=32.",2026-07-28,within,225
EXC-713,overstock_risk,watch,Merchant,North,Maria Rodriguez,0,open,Plan markdown or transfer to high-velocity stores.,C-2026-PEACH,S-018,PEACH-003,,,"Overstock risk for SKU PEACH-003 at store S-018: sell-through=0.0%, on-hand=39.",2026-07-28,within,225
EXC-714,overstock_risk,watch,Merchant,North,Maria Rodriguez,0,open,Plan markdown or transfer to high-velocity stores.,C-2026-PEACH,S-018,PEACH-004,,,"Overstock risk for SKU PEACH-004 at store S-018: sell-through=0.0%, on-hand=18.",2026-07-28,within,225
EXC-715,overstock_risk,watch,Merchant,North,Maria Rodriguez,0,open,Plan markdown or transfer to high-velocity stores.,C-2026-PEACH,S-018,PEACH-006,,,"Overstock risk for SKU PEACH-006 at store S-018: sell-through=13.6%, on-hand=51.",2026-07-28,within,225
EXC-716,overstock_risk,watch,Merchant,North,Maria Rodriguez,0,open,Plan markdown or transfer to high-velocity stores.,C-2026-PEACH,S-018,PEACH-007,,,"Overstock risk for SKU PEACH-007 at store S-018: sell-through=0.0%, on-hand=24.",2026-07-28,within,225
EXC-717,overstock_risk,watch,Merchant,North,Maria Rodriguez,0,open,Plan markdown or transfer to high-velocity stores.,C-2026-PEACH,S-018,PEACH-008,,,"Overstock risk for SKU PEACH-008 at store S-018: sell-through=25.7%, on-hand=26.",2026-07-28,within,225
EXC-718,overstock_risk,watch,Merchant,North,Maria Rodriguez,0,open,Plan markdown or transfer to high-velocity stores.,C-2026-PEACH,S-018,PEACH-009,,,"Overstock risk for SKU PEACH-009 at store S-018: sell-through=10.0%, on-hand=45.",2026-07-28,within,225
EXC-719,overstock_risk,watch,Merchant,North,Maria Rodriguez,0,open,Plan markdown or transfer to high-velocity stores.,C-2026-PEACH,S-018,PEACH-011,,,"Overstock risk for SKU PEACH-011 at store S-018: sell-through=3.1%, on-hand=31.",2026-07-28,within,225
EXC-720,overstock_risk,watch,Merchant,North,Maria Rodriguez,0,open,Plan markdown or transfer to high-velocity stores.,C-2026-PEACH,S-018,PEACH-012,,,"Overstock risk for SKU PEACH-012 at store S-018: sell-through=7.7%, on-hand=48.",2026-07-28,within,225
EXC-721,overstock_risk,watch,Merchant,West,Lisa Wong,0,open,Plan markdown or transfer to high-velocity stores.,C-2026-PEACH,S-068,PEACH-002,,,"Overstock risk for SKU PEACH-002 at store S-068: sell-through=26.0%, on-hand=37.",2026-07-28,within,225
EXC-722,overstock_risk,watch,Merchant,West,Lisa Wong,0,open,Plan markdown or transfer to high-velocity stores.,C-2026-PEACH,S-068,PEACH-004,,,"Overstock risk for SKU PEACH-004 at store S-068: sell-through=2.8%, on-hand=35.",2026-07-28,within,225
