shipment_id,allocation_id,campaign_id,sku,store_id,shipped_quantity,shipped_date,expected_arrival_date,carton_count,dc_id,carrier
SH-499-S-058-BTS-009,A-499-S-058-BTS-009,C-2026-BTS,BTS-009,S-058,53,2026-07-24,2026-07-28,2,DC-02,QuickShip Logistics
SH-500-S-058-BTS-010,A-500-S-058-BTS-010,C-2026-BTS,BTS-010,S-058,46,2026-07-25,2026-07-28,1,DC-02,Reliable Transport
SH-501-S-018-BTS-001,A-501-S-018-BTS-001,C-2026-BTS,BTS-001,S-018,219,2026-07-24,2026-07-27,9,DC-03,FastFreight Co
SH-502-S-018-BTS-002,A-502-S-018-BTS-002,C-2026-BTS,BTS-002,S-018,26,2026-07-24,2026-07-28,1,DC-01,FastFreight Co
SH-503-S-018-BTS-003,A-503-S-018-BTS-003,C-2026-BTS,BTS-003,S-018,44,2026-07-28,2026-07-30,1,DC-01,FastFreight Co
SH-504-S-018-BTS-004,A-504-S-018-BTS-004,C-2026-BTS,BTS-004,S-018,27,2026-07-23,2026-07-27,1,DC-03,QuickShip Logistics
SH-505-S-018-BTS-005,A-505-S-018-BTS-005,C-2026-BTS,BTS-005,S-018,53,2026-07-25,2026-07-27,2,DC-01,Reliable Transport
SH-506-S-018-BTS-006,A-506-S-018-BTS-006,C-2026-BTS,BTS-006,S-018,23,2026-07-27,2026-07-30,1,DC-03,FastFreight Co
SH-507-S-018-BTS-007,A-507-S-018-BTS-007,C-2026-BTS,BTS-007,S-018,18,2026-07-28,2026-07-30,1,DC-02,FastFreight Co
SH-508-S-018-BTS-008,A-508-S-018-BTS-008,C-2026-BTS,BTS-008,S-018,45,2026-07-26,2026-07-29,1,DC-01,QuickShip Logistics
SH-509-S-018-BTS-009,A-509-S-018-BTS-009,C-2026-BTS,BTS-009,S-018,50,2026-07-23,2026-07-27,2,DC-02,QuickShip Logistics
SH-510-S-018-BTS-010,A-510-S-018-BTS-010,C-2026-BTS,BTS-010,S-018,21,2026-07-28,2026-07-30,1,DC-03,QuickShip Logistics
SH-511-S-098-BTS-001,A-511-S-098-BTS-001,C-2026-BTS,BTS-001,S-098,196,2026-07-27,2026-07-30,8,DC-01,Reliable Transport
SH-512-S-098-BTS-002,A-512-S-098-BTS-002,C-2026-BTS,BTS-002,S-098,71,2026-07-27,2026-07-30,2,DC-03,QuickShip Logistics
SH-513-S-098-BTS-003,A-513-S-098-BTS-003,C-2026-BTS,BTS-003,S-098,55,2026-07-23,2026-07-27,2,DC-03,FastFreight Co
SH-514-S-098-BTS-004,A-514-S-098-BTS-004,C-2026-BTS,BTS-004,S-098,70,2026-07-25,2026-07-29,2,DC-02,QuickShip Logistics
SH-515-S-098-BTS-005,A-515-S-098-BTS-005,C-2026-BTS,BTS-005,S-098,86,2026-07-24,2026-07-28,3,DC-02,FastFreight Co
SH-516-S-098-BTS-006,A-516-S-098-BTS-006,C-2026-BTS,BTS-006,S-098,85,2026-07-25,2026-07-28,3,DC-03,FastFreight Co
SH-517-S-098-BTS-007,A-517-S-098-BTS-007,C-2026-BTS,BTS-007,S-098,69,2026-07-27,2026-07-29,2,DC-03,Reliable Transport
SH-518-S-098-BTS-008,A-518-S-098-BTS-008,C-2026-BTS,BTS-008,S-098,62,2026-07-28,2026-07-30,2,DC-03,FastFreight Co
SH-519-S-098-BTS-009,A-519-S-098-BTS-009,C-2026-BTS,BTS-009,S-098,86,2026-07-26,2026-07-29,3,DC-01,FastFreight Co
SH-520-S-098-BTS-010,A-520-S-098-BTS-010,C-2026-BTS,BTS-010,S-098,49,2026-07-27,2026-07-29,2,DC-02,QuickShip Logistics
SH-521-S-053-BTS-001,A-521-S-053-BTS-001,C-2026-BTS,BTS-001,S-053,198,2026-07-25,2026-07-27,8,DC-02,FastFreight Co
SH-522-S-053-BTS-002,A-522-S-053-BTS-002,C-2026-BTS,BTS-002,S-053,43,2026-07-24,2026-07-28,1,DC-03,QuickShip Logistics
SH-523-S-053-BTS-003,A-523-S-053-BTS-003,C-2026-BTS,BTS-003,S-053,60,2026-07-26,2026-07-29,2,DC-03,QuickShip Logistics
SH-524-S-053-BTS-004,A-524-S-053-BTS-004,C-2026-BTS,BTS-004,S-053,75,2026-07-26,2026-07-30,3,DC-01,FastFreight Co
SH-525-S-053-BTS-005,A-525-S-053-BTS-005,C-2026-BTS,BTS-005,S-053,55,2026-07-25,2026-07-28,2,DC-02,QuickShip Logistics
SH-526-S-053-BTS-006,A-526-S-053-BTS-006,C-2026-BTS,BTS-006,S-053,62,2026-07-24,2026-07-28,2,DC-01,QuickShip Logistics
SH-527-S-053-BTS-007,A-527-S-053-BTS-007,C-2026-BTS,BTS-007,S-053,49,2026-07-26,2026-07-29,2,DC-02,FastFreight Co
SH-528-S-053-BTS-008,A-528-S-053-BTS-008,C-2026-BTS,BTS-008,S-053,60,2026-07-25,2026-07-29,2,DC-03,FastFreight Co
SH-529-S-053-BTS-009,A-529-S-053-BTS-009,C-2026-BTS,BTS-009,S-053,61,2026-07-25,2026-07-27,2,DC-03,FastFreight Co
SH-530-S-053-BTS-010,A-530-S-053-BTS-010,C-2026-BTS,BTS-010,S-053,41,2026-07-26,2026-07-29,1,DC-01,QuickShip Logistics
SH-531-S-078-BTS-001,A-531-S-078-BTS-001,C-2026-BTS,BTS-001,S-078,159,2026-07-25,2026-07-29,6,DC-03,QuickShip Logistics
SH-532-S-078-BTS-002,A-532-S-078-BTS-002,C-2026-BTS,BTS-002,S-078,89,2026-07-28,2026-07-30,3,DC-03,FastFreight Co
SH-533-S-078-BTS-003,A-533-S-078-BTS-003,C-2026-BTS,BTS-003,S-078,71,2026-07-25,2026-07-27,2,DC-01,QuickShip Logistics
SH-534-S-078-BTS-004,A-534-S-078-BTS-004,C-2026-BTS,BTS-004,S-078,70,2026-07-24,2026-07-28,2,DC-02,FastFreight Co
SH-535-S-078-BTS-005,A-535-S-078-BTS-005,C-2026-BTS,BTS-005,S-078,45,2026-07-25,2026-07-28,1,DC-01,FastFreight Co
SH-536-S-078-BTS-006,A-536-S-078-BTS-006,C-2026-BTS,BTS-006,S-078,68,2026-07-26,2026-07-30,2,DC-02,FastFreight Co
SH-537-S-078-BTS-007,A-537-S-078-BTS-007,C-2026-BTS,BTS-007,S-078,86,2026-07-26,2026-07-29,3,DC-01,Reliable Transport
SH-538-S-078-BTS-008,A-538-S-078-BTS-008,C-2026-BTS,BTS-008,S-078,46,2026-07-25,2026-07-29,1,DC-02,Reliable Transport
SH-539-S-078-BTS-009,A-539-S-078-BTS-009,C-2026-BTS,BTS-009,S-078,39,2026-07-25,2026-07-29,1,DC-01,Reliable Transport
SH-540-S-078-BTS-010,A-540-S-078-BTS-010,C-2026-BTS,BTS-010,S-078,57,2026-07-27,2026-07-29,2,DC-01,FastFreight Co
SH-541-S-090-BTS-001,A-541-S-090-BTS-001,C-2026-BTS,BTS-001,S-090,177,2026-07-25,2026-07-27,7,DC-03,QuickShip Logistics
SH-542-S-090-BTS-002,A-542-S-090-BTS-002,C-2026-BTS,BTS-002,S-090,38,2026-07-24,2026-07-28,1,DC-01,QuickShip Logistics
SH-543-S-090-BTS-003,A-543-S-090-BTS-003,C-2026-BTS,BTS-003,S-090,50,2026-07-25,2026-07-29,2,DC-03,Reliable Transport
SH-544-S-090-BTS-004,A-544-S-090-BTS-004,C-2026-BTS,BTS-004,S-090,75,2026-07-27,2026-07-30,3,DC-01,FastFreight Co
SH-545-S-090-BTS-005,A-545-S-090-BTS-005,C-2026-BTS,BTS-005,S-090,52,2026-07-23,2026-07-27,2,DC-02,QuickShip Logistics
SH-546-S-090-BTS-006,A-546-S-090-BTS-006,C-2026-BTS,BTS-006,S-090,63,2026-07-28,2026-07-30,2,DC-02,Reliable Transport
SH-547-S-090-BTS-007,A-547-S-090-BTS-007,C-2026-BTS,BTS-007,S-090,49,2026-07-26,2026-07-30,2,DC-02,Reliable Transport
SH-548-S-090-BTS-008,A-548-S-090-BTS-008,C-2026-BTS,BTS-008,S-090,44,2026-07-27,2026-07-29,1,DC-03,Reliable Transport
SH-549-S-090-BTS-009,A-549-S-090-BTS-009,C-2026-BTS,BTS-009,S-090,63,2026-07-24,2026-07-28,2,DC-02,Reliable Transport
SH-550-S-090-BTS-010,A-550-S-090-BTS-010,C-2026-BTS,BTS-010,S-090,63,2026-07-26,2026-07-29,2,DC-03,FastFreight Co
SH-551-S-066-BTS-001,A-551-S-066-BTS-001,C-2026-BTS,BTS-001,S-066,161,2026-07-26,2026-07-29,6,DC-02,FastFreight Co
SH-552-S-066-BTS-002,A-552-S-066-BTS-002,C-2026-BTS,BTS-002,S-066,71,2026-07-26,2026-07-30,2,DC-02,QuickShip Logistics
SH-553-S-066-BTS-003,A-553-S-066-BTS-003,C-2026-BTS,BTS-003,S-066,51,2026-07-27,2026-07-29,2,DC-02,FastFreight Co
SH-554-S-066-BTS-004,A-554-S-066-BTS-004,C-2026-BTS,BTS-004,S-066,68,2026-07-28,2026-07-30,2,DC-03,QuickShip Logistics
SH-555-S-066-BTS-005,A-555-S-066-BTS-005,C-2026-BTS,BTS-005,S-066,52,2026-07-23,2026-07-27,2,DC-01,QuickShip Logistics
SH-556-S-066-BTS-006,A-556-S-066-BTS-006,C-2026-BTS,BTS-006,S-066,49,2026-07-26,2026-07-29,2,DC-01,FastFreight Co
SH-557-S-066-BTS-007,A-557-S-066-BTS-007,C-2026-BTS,BTS-007,S-066,90,2026-07-25,2026-07-29,3,DC-03,QuickShip Logistics
SH-558-S-066-BTS-008,A-558-S-066-BTS-008,C-2026-BTS,BTS-008,S-066,81,2026-07-24,2026-07-28,3,DC-03,FastFreight Co
SH-559-S-066-BTS-009,A-559-S-066-BTS-009,C-2026-BTS,BTS-009,S-066,62,2026-07-27,2026-07-29,2,DC-01,QuickShip Logistics
SH-560-S-066-BTS-010,A-560-S-066-BTS-010,C-2026-BTS,BTS-010,S-066,95,2026-07-24,2026-07-27,3,DC-02,QuickShip Logistics
SH-561-S-039-BTS-001,A-561-S-039-BTS-001,C-2026-BTS,BTS-001,S-039,212,2026-07-26,2026-07-30,8,DC-02,Reliable Transport
SH-562-S-039-BTS-002,A-562-S-039-BTS-002,C-2026-BTS,BTS-002,S-039,53,2026-07-26,2026-07-29,2,DC-02,FastFreight Co
SH-563-S-039-BTS-003,A-563-S-039-BTS-003,C-2026-BTS,BTS-003,S-039,56,2026-07-24,2026-07-27,2,DC-03,QuickShip Logistics
SH-564-S-039-BTS-004,A-564-S-039-BTS-004,C-2026-BTS,BTS-004,S-039,58,2026-07-23,2026-07-27,2,DC-03,QuickShip Logistics
SH-565-S-039-BTS-005,A-565-S-039-BTS-005,C-2026-BTS,BTS-005,S-039,34,2026-07-24,2026-07-28,1,DC-03,Reliable Transport
SH-566-S-039-BTS-006,A-566-S-039-BTS-006,C-2026-BTS,BTS-006,S-039,29,2026-07-25,2026-07-27,1,DC-02,FastFreight Co
SH-567-S-039-BTS-007,A-567-S-039-BTS-007,C-2026-BTS,BTS-007,S-039,46,2026-07-25,2026-07-27,1,DC-02,QuickShip Logistics
SH-568-S-039-BTS-008,A-568-S-039-BTS-008,C-2026-BTS,BTS-008,S-039,13,2026-07-26,2026-07-30,1,DC-03,Reliable Transport
SH-569-S-039-BTS-009,A-569-S-039-BTS-009,C-2026-BTS,BTS-009,S-039,58,2026-07-25,2026-07-28,2,DC-01,Reliable Transport
SH-570-S-039-BTS-010,A-570-S-039-BTS-010,C-2026-BTS,BTS-010,S-039,49,2026-07-25,2026-07-28,2,DC-03,FastFreight Co
SH-571-S-094-BTS-001,A-571-S-094-BTS-001,C-2026-BTS,BTS-001,S-094,219,2026-07-24,2026-07-28,9,DC-03,Reliable Transport
SH-572-S-094-BTS-002,A-572-S-094-BTS-002,C-2026-BTS,BTS-002,S-094,65,2026-07-24,2026-07-27,2,DC-03,FastFreight Co
SH-573-S-094-BTS-003,A-573-S-094-BTS-003,C-2026-BTS,BTS-003,S-094,53,2026-07-24,2026-07-28,2,DC-02,QuickShip Logistics
SH-574-S-094-BTS-004,A-574-S-094-BTS-004,C-2026-BTS,BTS-004,S-094,87,2026-07-27,2026-07-30,3,DC-02,QuickShip Logistics
SH-575-S-094-BTS-005,A-575-S-094-BTS-005,C-2026-BTS,BTS-005,S-094,90,2026-07-25,2026-07-29,3,DC-03,Reliable Transport
SH-576-S-094-BTS-006,A-576-S-094-BTS-006,C-2026-BTS,BTS-006,S-094,83,2026-07-26,2026-07-30,3,DC-01,QuickShip Logistics
SH-577-S-094-BTS-007,A-577-S-094-BTS-007,C-2026-BTS,BTS-007,S-094,89,2026-07-25,2026-07-29,3,DC-02,QuickShip Logistics
SH-578-S-094-BTS-008,A-578-S-094-BTS-008,C-2026-BTS,BTS-008,S-094,50,2026-07-27,2026-07-29,2,DC-02,Reliable Transport
SH-579-S-094-BTS-009,A-579-S-094-BTS-009,C-2026-BTS,BTS-009,S-094,88,2026-07-23,2026-07-27,3,DC-01,Reliable Transport
SH-580-S-094-BTS-010,A-580-S-094-BTS-010,C-2026-BTS,BTS-010,S-094,77,2026-07-26,2026-07-30,3,DC-03,Reliable Transport
SH-581-S-071-BTS-001,A-581-S-071-BTS-001,C-2026-BTS,BTS-001,S-071,179,2026-07-27,2026-07-30,7,DC-02,FastFreight Co
SH-582-S-071-BTS-002,A-582-S-071-BTS-002,C-2026-BTS,BTS-002,S-071,141,2026-07-27,2026-07-29,5,DC-02,FastFreight Co
SH-583-S-071-BTS-003,A-583-S-071-BTS-003,C-2026-BTS,BTS-003,S-071,72,2026-07-25,2026-07-29,3,DC-01,FastFreight Co
SH-584-S-071-BTS-004,A-584-S-071-BTS-004,C-2026-BTS,BTS-004,S-071,117,2026-07-25,2026-07-27,4,DC-02,QuickShip Logistics
SH-585-S-071-BTS-005,A-585-S-071-BTS-005,C-2026-BTS,BTS-005,S-071,84,2026-07-28,2026-07-30,3,DC-01,QuickShip Logistics
SH-586-S-071-BTS-006,A-586-S-071-BTS-006,C-2026-BTS,BTS-006,S-071,103,2026-07-26,2026-07-29,4,DC-03,Reliable Transport
SH-587-S-071-BTS-007,A-587-S-071-BTS-007,C-2026-BTS,BTS-007,S-071,130,2026-07-26,2026-07-30,5,DC-01,FastFreight Co
SH-588-S-071-BTS-008,A-588-S-071-BTS-008,C-2026-BTS,BTS-008,S-071,85,2026-07-26,2026-07-28,3,DC-03,FastFreight Co
SH-589-S-071-BTS-009,A-589-S-071-BTS-009,C-2026-BTS,BTS-009,S-071,104,2026-07-26,2026-07-28,4,DC-02,FastFreight Co
SH-590-S-071-BTS-010,A-590-S-071-BTS-010,C-2026-BTS,BTS-010,S-071,98,2026-07-25,2026-07-28,4,DC-01,Reliable Transport
SH-591-S-041-BTS-001,A-591-S-041-BTS-001,C-2026-BTS,BTS-001,S-041,210,2026-07-27,2026-07-30,8,DC-02,FastFreight Co
SH-592-S-041-BTS-002,A-592-S-041-BTS-002,C-2026-BTS,BTS-002,S-041,78,2026-07-26,2026-07-29,3,DC-03,QuickShip Logistics
SH-593-S-041-BTS-003,A-593-S-041-BTS-003,C-2026-BTS,BTS-003,S-041,59,2026-07-25,2026-07-28,2,DC-03,QuickShip Logistics
SH-594-S-041-BTS-004,A-594-S-041-BTS-004,C-2026-BTS,BTS-004,S-041,54,2026-07-27,2026-07-29,2,DC-03,FastFreight Co
SH-595-S-041-BTS-005,A-595-S-041-BTS-005,C-2026-BTS,BTS-005,S-041,83,2026-07-25,2026-07-28,3,DC-03,FastFreight Co
SH-596-S-041-BTS-006,A-596-S-041-BTS-006,C-2026-BTS,BTS-006,S-041,56,2026-07-27,2026-07-29,2,DC-02,Reliable Transport
SH-597-S-041-BTS-007,A-597-S-041-BTS-007,C-2026-BTS,BTS-007,S-041,86,2026-07-26,2026-07-29,3,DC-03,FastFreight Co
SH-598-S-041-BTS-008,A-598-S-041-BTS-008,C-2026-BTS,BTS-008,S-041,50,2026-07-25,2026-07-28,2,DC-01,FastFreight Co
SH-599-S-041-BTS-009,A-599-S-041-BTS-009,C-2026-BTS,BTS-009,S-041,87,2026-07-24,2026-07-28,3,DC-02,Reliable Transport
SH-600-S-041-BTS-010,A-600-S-041-BTS-010,C-2026-BTS,BTS-010,S-041,44,2026-07-23,2026-07-27,1,DC-02,QuickShip Logistics
SH-601-S-091-BTS-001,A-601-S-091-BTS-001,C-2026-BTS,BTS-001,S-091,184,2026-07-25,2026-07-28,7,DC-02,QuickShip Logistics
SH-602-S-091-BTS-002,A-602-S-091-BTS-002,C-2026-BTS,BTS-002,S-091,135,2026-07-24,2026-07-28,5,DC-01,QuickShip Logistics
SH-603-S-091-BTS-003,A-603-S-091-BTS-003,C-2026-BTS,BTS-003,S-091,119,2026-07-25,2026-07-27,4,DC-03,QuickShip Logistics
SH-604-S-091-BTS-004,A-604-S-091-BTS-004,C-2026-BTS,BTS-004,S-091,126,2026-07-25,2026-07-29,5,DC-03,QuickShip Logistics
SH-605-S-091-BTS-005,A-605-S-091-BTS-005,C-2026-BTS,BTS-005,S-091,123,2026-07-24,2026-07-28,5,DC-03,QuickShip Logistics
SH-606-S-091-BTS-006,A-606-S-091-BTS-006,C-2026-BTS,BTS-006,S-091,113,2026-07-27,2026-07-30,4,DC-01,QuickShip Logistics
SH-607-S-091-BTS-007,A-607-S-091-BTS-007,C-2026-BTS,BTS-007,S-091,108,2026-07-26,2026-07-29,4,DC-03,QuickShip Logistics
SH-608-S-091-BTS-008,A-608-S-091-BTS-008,C-2026-BTS,BTS-008,S-091,140,2026-07-25,2026-07-27,5,DC-01,QuickShip Logistics
SH-609-S-091-BTS-009,A-609-S-091-BTS-009,C-2026-BTS,BTS-009,S-091,128,2026-07-24,2026-07-28,5,DC-01,QuickShip Logistics
SH-610-S-091-BTS-010,A-610-S-091-BTS-010,C-2026-BTS,BTS-010,S-091,103,2026-07-27,2026-07-30,4,DC-03,QuickShip Logistics
SH-611-S-081-BTS-001,A-611-S-081-BTS-001,C-2026-BTS,BTS-001,S-081,192,2026-07-27,2026-07-29,8,DC-01,Reliable Transport
SH-612-S-081-BTS-002,A-612-S-081-BTS-002,C-2026-BTS,BTS-002,S-081,38,2026-07-25,2026-07-29,1,DC-03,Reliable Transport
SH-613-S-081-BTS-003,A-613-S-081-BTS-003,C-2026-BTS,BTS-003,S-081,83,2026-07-26,2026-07-28,3,DC-03,FastFreight Co
SH-614-S-081-BTS-004,A-614-S-081-BTS-004,C-2026-BTS,BTS-004,S-081,89,2026-07-27,2026-07-30,3,DC-01,FastFreight Co
SH-615-S-081-BTS-005,A-615-S-081-BTS-005,C-2026-BTS,BTS-005,S-081,90,2026-07-24,2026-07-28,3,DC-01,QuickShip Logistics
SH-616-S-081-BTS-006,A-616-S-081-BTS-006,C-2026-BTS,BTS-006,S-081,58,2026-07-24,2026-07-28,2,DC-01,QuickShip Logistics
SH-617-S-081-BTS-007,A-617-S-081-BTS-007,C-2026-BTS,BTS-007,S-081,63,2026-07-28,2026-07-30,2,DC-01,FastFreight Co
SH-618-S-081-BTS-008,A-618-S-081-BTS-008,C-2026-BTS,BTS-008,S-081,71,2026-07-25,2026-07-29,2,DC-01,Reliable Transport
SH-619-S-081-BTS-009,A-619-S-081-BTS-009,C-2026-BTS,BTS-009,S-081,74,2026-07-25,2026-07-27,3,DC-01,QuickShip Logistics
SH-620-S-081-BTS-010,A-620-S-081-BTS-010,C-2026-BTS,BTS-010,S-081,56,2026-07-24,2026-07-28,2,DC-02,QuickShip Logistics
SH-621-S-028-BTS-001,A-621-S-028-BTS-001,C-2026-BTS,BTS-001,S-028,195,2026-07-26,2026-07-28,8,DC-02,QuickShip Logistics
SH-622-S-028-BTS-002,A-622-S-028-BTS-002,C-2026-BTS,BTS-002,S-028,41,2026-07-28,2026-07-30,1,DC-01,Reliable Transport
SH-623-S-028-BTS-003,A-623-S-028-BTS-003,C-2026-BTS,BTS-003,S-028,73,2026-07-24,2026-07-28,3,DC-03,QuickShip Logistics
SH-624-S-028-BTS-004,A-624-S-028-BTS-004,C-2026-BTS,BTS-004,S-028,66,2026-07-24,2026-07-28,2,DC-01,QuickShip Logistics
SH-625-S-028-BTS-005,A-625-S-028-BTS-005,C-2026-BTS,BTS-005,S-028,45,2026-07-28,2026-07-30,1,DC-01,FastFreight Co
SH-626-S-028-BTS-006,A-626-S-028-BTS-006,C-2026-BTS,BTS-006,S-028,97,2026-07-26,2026-07-30,4,DC-01,FastFreight Co
SH-627-S-028-BTS-007,A-627-S-028-BTS-007,C-2026-BTS,BTS-007,S-028,41,2026-07-23,2026-07-27,1,DC-03,FastFreight Co
SH-628-S-028-BTS-008,A-628-S-028-BTS-008,C-2026-BTS,BTS-008,S-028,68,2026-07-27,2026-07-30,2,DC-02,Reliable Transport
SH-629-S-028-BTS-009,A-629-S-028-BTS-009,C-2026-BTS,BTS-009,S-028,88,2026-07-23,2026-07-27,3,DC-02,QuickShip Logistics
SH-630-S-028-BTS-010,A-630-S-028-BTS-010,C-2026-BTS,BTS-010,S-028,65,2026-07-26,2026-07-29,2,DC-02,Reliable Transport
SH-631-S-026-BTS-001,A-631-S-026-BTS-001,C-2026-BTS,BTS-001,S-026,214,2026-07-25,2026-07-28,8,DC-02,QuickShip Logistics
SH-632-S-026-BTS-002,A-632-S-026-BTS-002,C-2026-BTS,BTS-002,S-026,61,2026-07-25,2026-07-28,2,DC-02,FastFreight Co
SH-633-S-026-BTS-003,A-633-S-026-BTS-003,C-2026-BTS,BTS-003,S-026,79,2026-07-27,2026-07-29,3,DC-03,QuickShip Logistics
SH-634-S-026-BTS-004,A-634-S-026-BTS-004,C-2026-BTS,BTS-004,S-026,70,2026-07-23,2026-07-27,2,DC-03,Reliable Transport
SH-635-S-026-BTS-005,A-635-S-026-BTS-005,C-2026-BTS,BTS-005,S-026,65,2026-07-26,2026-07-29,2,DC-01,QuickShip Logistics
SH-636-S-026-BTS-006,A-636-S-026-BTS-006,C-2026-BTS,BTS-006,S-026,65,2026-07-25,2026-07-28,2,DC-02,FastFreight Co
SH-637-S-026-BTS-007,A-637-S-026-BTS-007,C-2026-BTS,BTS-007,S-026,91,2026-07-26,2026-07-29,3,DC-03,Reliable Transport
SH-638-S-026-BTS-008,A-638-S-026-BTS-008,C-2026-BTS,BTS-008,S-026,76,2026-07-23,2026-07-27,3,DC-03,QuickShip Logistics
SH-639-S-026-BTS-009,A-639-S-026-BTS-009,C-2026-BTS,BTS-009,S-026,83,2026-07-25,2026-07-27,3,DC-03,FastFreight Co
SH-640-S-026-BTS-010,A-640-S-026-BTS-010,C-2026-BTS,BTS-010,S-026,69,2026-07-24,2026-07-28,2,DC-03,QuickShip Logistics
SH-641-S-027-BTS-001,A-641-S-027-BTS-001,C-2026-BTS,BTS-001,S-027,168,2026-07-25,2026-07-27,7,DC-02,Reliable Transport
SH-642-S-027-BTS-002,A-642-S-027-BTS-002,C-2026-BTS,BTS-002,S-027,38,2026-07-26,2026-07-29,1,DC-01,Reliable Transport
SH-643-S-027-BTS-003,A-643-S-027-BTS-003,C-2026-BTS,BTS-003,S-027,45,2026-07-25,2026-07-28,1,DC-03,Reliable Transport
SH-644-S-027-BTS-004,A-644-S-027-BTS-004,C-2026-BTS,BTS-004,S-027,29,2026-07-26,2026-07-30,1,DC-03,Reliable Transport
SH-645-S-027-BTS-005,A-645-S-027-BTS-005,C-2026-BTS,BTS-005,S-027,50,2026-07-25,2026-07-27,2,DC-03,QuickShip Logistics
SH-646-S-027-BTS-006,A-646-S-027-BTS-006,C-2026-BTS,BTS-006,S-027,46,2026-07-26,2026-07-30,1,DC-02,Reliable Transport
SH-647-S-027-BTS-007,A-647-S-027-BTS-007,C-2026-BTS,BTS-007,S-027,21,2026-07-24,2026-07-27,1,DC-01,FastFreight Co
SH-648-S-027-BTS-008,A-648-S-027-BTS-008,C-2026-BTS,BTS-008,S-027,13,2026-07-23,2026-07-27,1,DC-01,FastFreight Co
SH-649-S-027-BTS-009,A-649-S-027-BTS-009,C-2026-BTS,BTS-009,S-027,41,2026-07-26,2026-07-28,1,DC-02,Reliable Transport
SH-650-S-027-BTS-010,A-650-S-027-BTS-010,C-2026-BTS,BTS-010,S-027,22,2026-07-28,2026-07-30,1,DC-03,FastFreight Co
SH-651-S-080-BTS-001,A-651-S-080-BTS-001,C-2026-BTS,BTS-001,S-080,178,2026-07-27,2026-07-29,7,DC-03,QuickShip Logistics
SH-652-S-080-BTS-002,A-652-S-080-BTS-002,C-2026-BTS,BTS-002,S-080,90,2026-07-27,2026-07-30,3,DC-01,FastFreight Co
SH-653-S-080-BTS-003,A-653-S-080-BTS-003,C-2026-BTS,BTS-003,S-080,64,2026-07-27,2026-07-29,2,DC-01,Reliable Transport
SH-654-S-080-BTS-004,A-654-S-080-BTS-004,C-2026-BTS,BTS-004,S-080,77,2026-07-27,2026-07-30,3,DC-03,Reliable Transport
SH-655-S-080-BTS-005,A-655-S-080-BTS-005,C-2026-BTS,BTS-005,S-080,81,2026-07-26,2026-07-28,3,DC-02,FastFreight Co
SH-656-S-080-BTS-006,A-656-S-080-BTS-006,C-2026-BTS,BTS-006,S-080,40,2026-07-27,2026-07-30,1,DC-01,Reliable Transport
SH-657-S-080-BTS-007,A-657-S-080-BTS-007,C-2026-BTS,BTS-007,S-080,91,2026-07-28,2026-07-30,3,DC-01,QuickShip Logistics
SH-658-S-080-BTS-008,A-658-S-080-BTS-008,C-2026-BTS,BTS-008,S-080,51,2026-07-23,2026-07-27,2,DC-02,FastFreight Co
SH-659-S-080-BTS-009,A-659-S-080-BTS-009,C-2026-BTS,BTS-009,S-080,69,2026-07-28,2026-07-30,2,DC-02,Reliable Transport
SH-660-S-080-BTS-010,A-660-S-080-BTS-010,C-2026-BTS,BTS-010,S-080,41,2026-07-25,2026-07-27,1,DC-01,Reliable Transport
SH-661-S-100-BTS-001,A-661-S-100-BTS-001,C-2026-BTS,BTS-001,S-100,158,2026-07-25,2026-07-29,6,DC-01,FastFreight Co
SH-662-S-100-BTS-002,A-662-S-100-BTS-002,C-2026-BTS,BTS-002,S-100,31,2026-07-28,2026-07-30,1,DC-01,QuickShip Logistics
SH-663-S-100-BTS-003,A-663-S-100-BTS-003,C-2026-BTS,BTS-003,S-100,20,2026-07-25,2026-07-29,1,DC-03,FastFreight Co
SH-664-S-100-BTS-004,A-664-S-100-BTS-004,C-2026-BTS,BTS-004,S-100,51,2026-07-24,2026-07-28,2,DC-03,Reliable Transport
SH-665-S-100-BTS-005,A-665-S-100-BTS-005,C-2026-BTS,BTS-005,S-100,15,2026-07-24,2026-07-27,1,DC-01,FastFreight Co
SH-666-S-100-BTS-006,A-666-S-100-BTS-006,C-2026-BTS,BTS-006,S-100,16,2026-07-24,2026-07-27,1,DC-03,QuickShip Logistics
SH-667-S-100-BTS-007,A-667-S-100-BTS-007,C-2026-BTS,BTS-007,S-100,42,2026-07-25,2026-07-29,1,DC-01,FastFreight Co
SH-668-S-100-BTS-008,A-668-S-100-BTS-008,C-2026-BTS,BTS-008,S-100,41,2026-07-24,2026-07-28,1,DC-02,FastFreight Co
SH-669-S-100-BTS-009,A-669-S-100-BTS-009,C-2026-BTS,BTS-009,S-100,22,2026-07-25,2026-07-27,1,DC-03,QuickShip Logistics
SH-670-S-100-BTS-010,A-670-S-100-BTS-010,C-2026-BTS,BTS-010,S-100,39,2026-07-27,2026-07-30,1,DC-01,FastFreight Co
SH-671-S-045-BTS-001,A-671-S-045-BTS-001,C-2026-BTS,BTS-001,S-045,171,2026-07-25,2026-07-28,7,DC-01,FastFreight Co
SH-672-S-045-BTS-002,A-672-S-045-BTS-002,C-2026-BTS,BTS-002,S-045,43,2026-07-24,2026-07-27,1,DC-02,QuickShip Logistics
